Year,Lyrics
1992,"So tell baby tell your true heart Say what you say when you′re all alone I'm trying, trying to try and feel youAnd see if I see I′m feeling alone  And all I want is to get through So maybe you'd see that the way you're leaving me, it won′t do  It′s like I'm blowing kisses in the wind Giving you love that you haven′t been given I cross my heart and hope to die I'm only wishing you′d love me like I Blowing kisses in the wind Waiting, waiting, waiting Waiting for you is It's like blowing, blowing kisses  So please baby, please release me If time after time your heart′s growing cold I'm saying, if you don't believe in believing, ooh-ooh Then how could true love ever be so?  And all I want is to get through So maybe you′d see that the way you′re leaving me, it won't do  It′s like I'm blowing kisses in the wind Giving you love that you haven′t been given I cross my heart and hope to die I'm only wishing you′d love me like I Blowing kisses in the wind Waiting, waiting, waiting Waiting for you is It's like blowing, blowing kisses  Like I like blowing kisses, I (sure baby, blow them) Like blowing kisses  And all I want is to get through So maybe you'd see that the way you′re leaving me, it won′t do  It's like I′m blowing kisses in the wind Giving you love that you haven't been given I cross my heart and hope to die I′m only wishing you'd love me like I Blowing kisses in the wind Waiting, waiting, waiting Waiting for you is It′s like blowing, blowing kisses  It's like I'm blowing kisses in the wind Giving you love that you haven′t been given I cross my heart and hope to die I′m only wishing you'd love me like I Blowing kisses in the wind Waiting, waiting, waiting Waiting for you is It′s like blowing, blowing kisses  Like I'm blowing kisses in the wind Like I′m blowing kisses in the wind Like I'm blowing kisses in the wind Waiting for you is, it′s like blowing, blowing kisses "
1992,"Is this the real life? Is this just fantasy? Caught in a landsideNo escape from reality Open your eyes Look up to the skies and see  I′m just a poor boy, I need no sympathy Because I'm easy come, easy go Little high, little low Any way the wind blows doesn′t really matter to me (to me)  Mama Just killed a man Put a gun against his head, pulled my trigger Now he's dead Mama, life had just begun But now I've gone and thrown it all away  Mama, oo-oo-oo Didn′t mean to make you cry If I′m not back again this time tomorrow Carry on, carry on as if nothing really matters  Too late, my time has come Sends shivers down my spine, body's aching all the time Goodbye, everybody, I′ve got to go Gotta leave you all behind and face the truth  Mama, oo-oo-oo (the wind blows) I don't want to die I sometimes wish I′d never been born at all  I see a little silhouetto of a man Scaramouch, Scaramouch, will you do the Fandango?  Thunderbolts and lightning, very, very frightening me Galileo, Galileo Galileo, Galileo Galileo, Figaro, magnifico, oh-oh-oh  I'm just a poor boy nobody loves me He′s just a poor boy from a poor family Spare him his life from this monstrosity  Easy come, easy go, will you let me go? Bismillah! No, we will not let you go (Let him go!) Bismillah! We will not let you go (Let him go!) Bismillah! We will not let you go  (Let me go) will not let you go (Let me go) never let you go (Let me go) (never) let you go (let me go) No, no, no, no, no, no, no  Oh, mama mia, mama mia (mama mia, let me go) Beelzebub has a devil put aside for me, for me For me  So you think you can stop me and spit in my eye So you think you can love me and leave me to die Oh, baby, can't do this to me, baby Just gotta get out, just gotta get right outta here  Oo-oo Oh, yeah, oh, yeah  Nothing really matters, anyone can see Nothing really matters Nothing really matters to me  Any way the wind blows "
1992,"Pretty... Brown... Eyes Pretty brown eyes, you know I see you It′s a disguise, the way you treat me(The way you treat me, pretty brown eyes) You keep holding on to your thoughts of rejection If you're with me, you′re secure, uh uh  You keep telling me that your time is always taken But I keep seeing you out alone (Out alone, pretty brown eyes) yeah Listen to love, your heart is pounding with desire Waiting to be unleashed  Quit breakin' my heart Breakin' my heart, (pretty brown eyes) Yeah, breakin′ my heart, oooh yeah Breakin′ my heart, (pretty brown eyes) Sugar, yeah, yeah  Don't tell your friends that I don′t mean nothing to ya Please don't deny the truth (Pretty brown eyes) Tell me right now, I know your heart is in the right place You know I won′t let you down, oh yeah  You can't disguise all the pounding of your heart, yeah (I see your eyes) I see your eyes (Pretty brown eyes) And you can′t hide Start to make sense and quit playing These love games (silly little games) Tell me what you're gonna do yeah  Quit breakin' my heart Breakin′ my heart, (pretty brown eyes) Yeah, breakin′ my heart, oooh Breakin' my heart, (pretty brown eyes) Yeah... heart, heart, heart  (Pretty brown eyes) (Pretty brown eyes)  I just want to know one thing Will you be with me? Pretty brown eyes Ooh, ooh, ooh oh, oh baby Here comes my darlin′ (here comes my darlin') Here comes romance (here comes romance) Here comes my lovin′ (Here comes my lovin', please honey will you dance)  Ooh quit breakin′ my heart Breakin' my heart, pretty brown eyes Breakin' my heart, hoo, hoo, hoo, hoo yeah Breakin′ my heart, whoa ohh  (Heart) Breakin′ my heart girl, pretty brown eyes Got me cryin' all inside, pretty brown eyes Ohh ho, ho, ooh I′m talking 'bout Breakin′ my heart, I'm talkin′ 'bout you I'm talkin′ ′bout me, I'm talkin′ 'bout me I′m talkin' ′bout we, I'm talkin' ′bout we, we... (Pretty brown eyes)  Here comes my darlin′ (here comes my darlin') Here comes romance (here comes romance) (Here comes my lovin′, Please honey will you dance) Here comes my lovin', will you dance Oh yeah, sugar pie baby Breakin′ my heart  Here comes my darlin' (here comes my darlin′) Here comes romance (here comes romance, will you dance with me baby) Here comes my lovin', please honey will you dance Ohhh hoo ohh yeah Prettty brown eyes Heart, breakin' my heart Pretty brown eyes Breakin′ my heart Pretty brown eyes Breakin′ my heart, breakin' my heart "
1992,"There you are Holding her hand I am lostDyin′ to understand Didn't I cherish you right Don′t you know You were my life  Even though I try I can't let go Something in your eyes Captured my soul And every night I see you in my dreams You're all I know I can′t let go  Just cast aside You don′t even know I'm alive You just walk on by Don′t care to see me cry And here I am Still holding on I can't accept My world is gone (no, no)  Even though I try I can′t let go Something in your eyes Captured my soul And every night I see you in my dreams You're all I know I can′t let go  Do you even realize The sorrow I have inside Everyday of my life Do you know the way it feels When all you have just dies I try and try To deny that I need you But still you remain on my mind  Even though I try I can't let go (no, no, I just can't get you out of my mind) Something in your eyes (I never can say goodbye) Captured my soul And every night I see you in my dreams You′re all I know I can′t let you go  Even though I try I can't let go Something in your eyes Captured my soul And every night I see you in my dreams You′re all I know I can't let go "
1992,"I′ve been watching you for a long time You look so good, got my eyes on you  Verse 1: I've been watching you For so very long. Trying to get my nerves built up To be so strong. I really want to meet you But I′m kinda scared. Cause your the kind of lady With so much class. I get my thoughts together For the very next day. But when I see you lady I forget what to say. Your eyes and hair Such a beautiful tone The way you dress and walk, It really turns me on. Oh yeah you really turn me on Come on, come on, come on.  Chorus: Come and talk to me I really wanna meet you Can I talk to you I really wanna know you Come and talk to me I really wanna meet you Can I talk to you I really wanna know you Oh Oh Oh Oh Oh  Verse 2: There you are again With the same smile on each day I wanna know what it is That makes me feel this way  I wish I could grab you Tell you what it means to me To see you walking my way It really makes my day Before I go to sleep And dream about you I'm a single man I hope that you are single too Why do I seek Something to set my mind free Cause curiosity is bugging The hell out of me Talk to me, talk to me Talk to me baby  Come and talk to me I really wanna meet you Can I talk to you I really wanna know you Come and talk to me I really wanna meet you Can I talk to you I really wanna know you Oh Oh Oh Oh Oh  Bridge: You want to tell me your name Let me play your game You want to tell me your name Let me play your game I really want you  (4x) Cooommmee and talk to me(come on come on) I really want, I really want, I really want, I really want to know you  Repeat Bridge (2x) "
1992,"That old dog has chained you up alright Give you everything you need To live inside a twisted cageSleep beside an empty rage I had a dream, I was your hero  Damn, I wish I was your lover I′ll rock you 'til the daylight comes Make sure you are smilin′ and warm I am everything, tonight I'll be your mother I'll do such things to ease your pain Free your mind and you won′t feel ashamed, oh, oh Open up on the inside, gonna fill you up, gonna make you cry  This monkey can′t stand to see you black and blue I give you somethin' sweet each time You come inside my jungle book What, is it just too good? Don′t say you'll stay ′cause then you'll go away  Damn, I wish I was your lover I′ll rock you 'til the daylight comes Make sure you are smilin' and warm I am everything, tonight I′ll be your mother I′ll do such things to ease your pain Free your mind and you won't feel ashamed  Shucks, for me there is no other You′re the only shoe that fits I can't imagine I′ll grow out of it Damn, I wish I was your lover, yeah  If I was your girl believe me I'd turn on the Rolling Stones We could groove along and feel much better Let me in I could do it forever and ever and ever and ever  Give me an hour to kiss you Walk through Heaven′s door I'm sure We don't need no doctor to feel much better Let me in Forever and ever and ever and ever  I sat on a mountainside with peace of mind And I lay by the ocean Makin′ love to her with visions clear Walked the days with no one near And I return as chained and bound to you  Damn, I wish I was your lover I′ll rock you 'til the daylight comes Make sure you are smilin′ and warm I am everything, tonight I'll be your mother I′ll do such things to ease your pain Free your mind and you won't feel ashamed  Shucks, for me there is no other You′re the only shoe that fits I can't imagine I'll grow out of it Damn, I wish I was your lover  I wanna open up, I wanna come inside I wanna fill you up, I wanna make you cry (Damn, I wish I was your lover) Gettin′ on the subway and I′m comin' uptown (Damn, I wish I was your lover) Standin′ on a street corner, waitin' for my love to change (Damn, I wish I was your lover)  Feelin′ like a schoolboy, too shy and too young (Damn, I wish I was your lover) Open up, I wanna come inside I wanna fill you up, I wanna make you cry (Damn, I wish I was your lover) Gettin' on my camel and I′ll ride it uptown, ooh (Damn, I wish I was your lover) Hanging around this jungle, wishing that this "
1992,"This will be the day That you will hear me say That I will never run awayI am here for you Love is meant for two Now tell me what you′re gonna do  If I gave you diamonds and pearls Would you be a happy boy or a girl? If I could I would give you the world But all I can do is just offer you my love  Which one of us is right If we always fight? Why can't we just let love decide? (Let love decide) Am I the weaker man Because I understand That love must be the master plan? (Love is the master plan)  If I gave you diamonds and pearls Would you be a happy boy or a girl? If I could I would give you the world But all I can do is just offer you my love  (D to the I to the A to the M) (O to the N to the D to the pearls of love) (D to the I to the A to the M - to the M) (O to the N to the D to the pearls of love)  There will come a time (There will come a time) When love will blow your mind (Your mind) And everything you′ll look for you'll find (Take a look inside, yeah!) That will be the time (That'll be the time) That everything will shine (Forever) So bright it makes you colorblind (You will be color blind)  If I gave you diamonds and pearls Would you be a happy boy or a girl? If I could I would give you the world All I can do is just offer you my love  If I gave you diamonds and pearls (Pearls) Would you be a happy boy or a girl? (Yeah, yeah) If I could I would give you the world (Give you the world) All I can do is just offer you my love (All I can do)  If I gave you diamonds and pearls (Diamonds) Would you be, would you, would you (Would you, would you Would u be happy little baby?) A happy boy or a girl? (If I could I would) Give you the world "
1992,"I can′t light No more of your darkness All my picturesSeem to fade to black and white  I'm growing tired And time stands still before me Frozen here On the ladder of my life  It′s much too late To save myself from falling I took a chance And changed your way of life  But you misread My meaning when I met you Closed the door And left me blind by the light  Don't let the sun go down on me Although I search myself it's always someone else I see I′d just allow a fragment of your life to wander free But losing everything is like the sun going down on me  I can′t find Oh, the right romantic line But see me once And see the way I feel  Don't discard me, baby don′t Just because you think I mean you harm Just because you think I mean you harm, oh But these cuts I have, cuts I have They need love, they need love, they need love to help them heal  Oh, don't let the sun go down on me Although I search myself it′s always someone else I see I'd just allow a fragment of your life to wander free, oh ′Cause losing everything is like the sun going down on me  Don't let the sun go down on me Although I search myself it's always someone else that I see, yeah I′d just allow a fragment of your life to wander free baby, oh ′Cause losing everything is like the sun going down on me "
1992,"Rescue me from the mire Whisper words of desire Rescue me, darling, rescue meWith your arms open wide Want you here by my side Come to me, darling, rescue me When this world′s closing in There's no need to pretend Set me free, darling, rescue me, oh  I don′t wanna let you go, so I'm standing in your way I never needed anyone like I'm needing you today  Do I have to say the words? Do I have to tell the truth? Do I have to shout it out? Do I have to say a prayer? Must I prove to you how good we are together? Do I have to say the words?  Rescue me from despair Tell me you will be there Help me, please, darling, rescue me Every dream that we share Every cross that we bear Can′t you see? Darling, rescue me, yeah  I don′t wanna let you go, so I'm standing in your way I never needed anyone like I′m needing you today  Do I have to say the words? Do I have to tell the truth? Do I have to shout it out? Do I have to say a prayer? Must I prove to you how good we are together? Do I have to say the words? Yeah!  Do I have to say the words? Do I have to tell the truth? Do I have to shout it out? Do I have to say a prayer? Must I prove to you how good we are together? Do I have to say the words?  So good together, yeah Come to me, sweet, sweet darling Rescue me Set me free, set me free, yeah "
1992,"Girl, you know we belong together I don′t have no time for you to be playing With my heart like thisYou'll be mine forever baby, you just wait  We belong together And you know that I′m right Why do you play with my heart? Why do you play with my mind?  Said we'd be forever Said it'd never die How could you love me and leave me And never say goodbye?  When I can′t sleep at night without holding you tight Girl, each time I try I just break down and cry Pain in my head, oh, I′d rather be dead Spinning around and around  Although we've come To the end of the road Still I can′t let go It's unnatural You belong to me I belong to you  Come to the end of the road Still I can′t let go It's unnatural You belong to me I belong to you  Girl, I know you really love me You just don′t realize You've never been there before It's only your first time  Maybe I′ll forgive you Maybe you′ll try We should be happy together Forever, you and I  Will you love me again like you loved me before? This time I want you to love me much more This time instead just come to my bed And baby just don't let me go  Although we′ve come To the end of the road (End of the road) Still I can't let go It′s unnatural You belong to me I belong to you  Come to the end of the road Still I can't let go It′s unnatural You belong to me I belong to you  Girl I'm here for you All those times of night when you just hurt me And just run out with that other fella Baby I knew about it, I just didn't care You just don′t understand how much I love you do you? I′m here for you  I'm not out to go out on cheat you (Maybe I′ll forgive you) Just like you did baby but that's alright Hey, I love you anyway (Maybe you will try) And I′m still gonna be here for you 'til my dying day baby Right now, I′m just in so much pain baby (We should be happy together forever) 'Cause you just won't come back to me (You and I) Will you? Just come back to me  (Lonely) Yes, baby, my heart is lonely (Lonely) My heart hurts baby (Lonely) Yes, I feel pain too (Lonely) Baby please  This time instead just come to my bed And baby just don′t let me go  Although we′ve come To the end of the road Still I can't let go It′s unnatural You belong to me I belong to you  Come to the end of the road Still I can't let go It′s unnatural You belong to me I belong to you  Although we've come To the end of the road Still I can′t let go It's unnatural (It's unnatural) You belong to me (You belong to me) I belong to you  Come to the end of the road Still I can′t let you go It′s unnatural You belong to me I belong to you "
1992,"Are you the guys on the beach who hate everything? Is this some sort of hip music that I don′t understand? I hate the rain and sunny weather And I, I hate the beach and mountains too, boo hoo And I don't like a thing about this city, no, no And I, I, I hate the countryside too  And I hate everything about you Everything about you  And I don′t like a thing about your mother And I, I hate your daddy's guts too, boo hoo And I don't like a thing about your sister, no, no ′Cause I, I, I think sex is overrated too  And I get sick when I′m around I can't stand to be around I hate everything about you Everything about you Everything about you Everything about you  Some say I′ve got a bad attitude But that don't change the way I feel about you And if you think this might be bringing me down Look again ′cause I ain't wearing no frown  Well, I don′t really care about your sister Forget the little bitch, 'cause I already kissed her One thing that I did to your lady I put her on the bed, and she didn't say maybe  I know you know everybody knows Way it comes, the way it′s gonna go You think it′s sad, well that's too bad ′Cause I'm havin′a ball Hatin' every little thing about you  Everything about you, everything about I get sick when I′m around I can't stand to be around I hate everything about You "
1992,"Well You came in my life like a ray of light Shining through the clouds in my heart I just looked at You and the world was new It was right, right from the start  You came to me with a love so sweet And I′ll never, never ever be the same  Everything changes Nothing looks the same through the eyes of love Everything changes When you love some, love some, love someone Everything changes  Thought there never would be anyone for me Then You came and changed everything Now I shine like new because I've got You Oh, ain′t love a wonderful thing  You took my blues made them yesterday's news And I'II never, never ever be the same  Everything changes Nothing looks the same through the eyes of love Everything changes When you love some, love some, love someone  Everything changes Standing in the light of a bright new sun Everything changes When you love some, love some, love someone Everything changes, everything changes  I′m looking around me and I′m loving what I see 'Cause I found somebody, somebody who loves me  You came to me with a love so sweet And I′ll never, never ever be the same  Everything changes Nothing looks the same through the eyes of love Everything changes When you love some, love some, love someone  Everything changes Standing in the light of a bright new sun Everything changes When you love some, love some, love someone  Everything changes Nothing looks the same through the eyes of love Everything changes When you love some, love some, love someone  Everything changes Standing in the light of a bright new sun Everything changes When you love some, love some, love someone  Everything changes "
1992,"Finally, it has happened to me right in front of my face And I just cannot hide it Meeting Mr. Right, the man of my dreams The one who shows me true love, or at least it seems With brown cocoa skin and curly black hair It′s just the way he looks at me, that gentle loving stare  Finally, you've come along The way I feel about you, it just can′t be wrong If you only knew the way I feel about you I just can't describe it, oh-no-no  Finally, it has happened to me, right in front of my face My feelings can't describe it Finally, it has happened to me, right in front of my face And I just can not hide it Finally, it has happened to me, right in front of my face My feelings can′t describe it Finally, it has happened to me, right in front of my face And I just cannot hide it  It seems so many times you seemed to be the one But all he ever wanted was to have a little fun But now you′ve come along and brightened up my world In my heart, I feel it, I'm that special kind of girl  Finally, you′ve come along The way I feel about you, it just can't be wrong If you only knew the way I feel about you I just can′t describe it, oh-no-no  Finally, it has happened to me, right in front of my face My feelings can't describe it Finally, it has happened to me, right in front of my face And I just can not hide it Finally, it has happened to me, right in front of my face My feelings can′t describe it Finally, it has happened to me, right in front of my face And I just cannot hide it  Finally Oh, finally, yeah-yeah Oh-oh  Finally, you've come along The way I feel about you, it just can't be wrong If you only knew the way I feel about you I just can′t describe it, oh-no-no  Finally, it has happened to me, right in front of my face My feelings can′t describe it Finally, it has happened to me, right in front of my face And I just can not hide it Finally, it has happened to me, right in front of my face My feelings can't describe it "
