Year,Place,Title,Artist,Featuring,Title_url,Released,Genre 1,Genre 2,Genre 3,Length,Label,Total Labels,Writer 1,Writer 2,Youtube
1995,16,Have You Ever Really Loved a Woman?,Bryan Adams,,/wiki/Have_You_Ever_Really_Loved_a_Woman%3F,1995,Latin rock,,,4:50,A&M,1,Bryan Adams,Michael Kamen,
1995,17,Always,Bon Jovi,,/wiki/Always_(Bon_Jovi_song),1994,Rock,,,5:52,Mercury,1,Jon Bon Jovi,,https://www.youtube.com/watch?v=gNecdKd1IG4
1995,18,"Boombastic"" / ""In the Summertime",Shaggy,,/wiki/Boombastic_(song),1995,Reggae fusion,Pop,,3:52,Virgin,1,Orville Burrell,Robert Livingston,https://www.youtube.com/watch?v=6W5pq4bIzIw
1995,19,Total Eclipse of the Heart,Nicki French,,/wiki/Total_Eclipse_of_the_Heart#Nicki_French_version,1983,Pop rock,,,6:58,CBS,2,Jim Steinman,,https://www.youtube.com/watch?v=lcOxhH8N3Bo
1995,20,You Gotta Be,Des'ree,,/wiki/You_Gotta_Be,1994,R&b,Soul,,4:04,Sony Soho Square,3,Des'ree,Ashley Ingram,https://www.youtube.com/watch?v=WRUwSk9UTrA
1995,21,You Are Not Alone,Michael Jackson,,/wiki/You_Are_Not_Alone,1995,Pop,R&b,,5:45,Epic,2,Robert Kelly,,https://www.youtube.com/watch?v=pAyKJAtDNCw
1995,22,Hold My Hand,Hootie & the Blowfish,,/wiki/Hold_My_Hand_(Hootie_%26_the_Blowfish_song),1994,Alternative rock,Pop rock,Roots rock,4:15,Atlantic,1,Mark Bryan,Dean Felber,https://www.youtube.com/watch?v=xoW3bqnr7tw
1995,23,One More Chance/Stay with Me,The Notorious B.I.G.,,/wiki/One_More_Chance_(The_Notorious_B.I.G._song),1995,Hip hop,,,4:29,Bad Boy,2,Christopher Wallace,Sean Combs,https://www.youtube.com/watch?v=0Ogs_NsXh58
1995,24,Here Comes the Hotstepper,Ini Kamoze,,/wiki/Here_Comes_the_Hotstepper,1994,Hip hop,Reggae fusion,,4:13,Columbia,1,Ini Kamoze,Chris Kenner,
1995,25,Candy Rain,Soul for Real,,/wiki/Candy_Rain_(song),1994,R&b,New jack swing,Hip hop soul,4:36,Uptown Records,1,Ali Shaheed Muhammad,Hamish Stuart,
1995,26,Let Her Cry,Hootie & the Blowfish,,/wiki/Let_Her_Cry_(song),1994,Pop rock,,,5:08,Atlantic,1,Mark Bryan,Dean Felber,https://www.youtube.com/watch?v=1aVHLL5egRY
1995,27,I Believe,Blessid Union of Souls,,/wiki/I_Believe_(Blessid_Union_of_Souls_song),1995,,,,4:27,EMI,1,Eliot Sloan,,
1995,28,Red Light Special,TLC,,/wiki/Red_Light_Special,1995,Rock,R&b,,5:04,LaFace,2,Babyface,,https://www.youtube.com/watch?v=dP2t9LBeAwo
1995,29,Runaway,Janet Jackson,,/wiki/Runaway_(Janet_Jackson_song),1995,,,,3:35,A&M,1,Janet Jackson,James Harris III,https://www.youtube.com/watch?v=dMCAacKA6zg
1995,30,Strong Enough,Sheryl Crow,,/wiki/Strong_Enough_(Sheryl_Crow_song),1994,Folk,,,3:10,A&M,2,Sheryl Crow,Bill Bottrell,
1995,31,Colors of the Wind,Vanessa Williams,,/wiki/Colors_of_the_Wind,1995,Pop,,,3:34,Walt Disney,1,,,
1995,32,Someone to Love,Jon B.,Babyface,/wiki/Someone_to_Love_(Jon_B._song),1995,,,,4:33,550 Music,1,Babyface,,
1995,33,Only Wanna Be with You,Hootie & the Blowfish,,/wiki/Only_Wanna_Be_with_You,1995,Alternative rock,Roots rock,,3:46,Atlantic,1,Mark Bryan,Dean Felber,https://www.youtube.com/watch?v=Ln6WQqRDrCo
1995,34,If You Love Me,Brownstone,,/wiki/If_You_Love_Me_(Brownstone_song),1994,R&b,,,5:04,Epic,1,Gordon Chambers,Nichole Gilbert,
1995,35,In the House of Stone and Light,Martin Page,,/wiki/In_the_House_of_Stone_and_Light,1994,Pop rock,Soft rock,,5:00,Mercury,1,Martin Page,,
1995,36,I Got 5 on It,Luniz,,/wiki/I_Got_5_on_It,1995,West coast hip hop,R&b,,4:13,Noo Trybe,1,Anthony Gilmour,Claydes Smith,https://www.youtube.com/watch?v=HSC9cgvtkRs
1995,37,Baby,Brandy,,/wiki/Baby_(Brandy_Norwood_song),1994,R&b,Pop,Hip hop,5:13,Atlantic,1,Keith Crouch,Kipper Jones,
1995,38,Run Away,Real McCoy,,/wiki/Run_Away_(Real_McCoy_song),1994,Eurodance,,,4:03,Hansa Records,3,Juergen Wind (J.Wind),Quickmix,https://www.youtube.com/watch?v=vWgMnubJ4dQ
1995,39,As I Lay Me Down,Sophie B. Hawkins,,/wiki/As_I_Lay_Me_Down,1995,Pop,,,4:11,Columbia,3,Sophie B. Hawkins,,https://www.youtube.com/watch?v=gq-4vIIJO30
1995,40,He's Mine,MoKenStef,,/wiki/He%27s_Mine_(MoKenStef_song),1995,R&b,,,4:13,Def Jam,1,Roger Troutman,Prince,
1995,41,December,Collective Soul,,/wiki/December_(Collective_Soul_song),1995,Alternative rock,,,4:45,Atlantic,1,Ed Roland,,https://www.youtube.com/watch?v=6exsatE-DUk
1995,42,I'll Be There for You/You're All I Need to Get By,Method Man,Mary J. Blige,/wiki/I%27ll_Be_There_for_You/You%27re_All_I_Need_to_Get_By,1995,Hip hop,Hip hop soul,,3:45,Def Jam,2,Nickolas Ashford,Robert Diggs,
1995,43,Shy Guy,Diana King,,/wiki/Shy_Guy_(song),1995,Reggae fusion,Dancehall,,4:20,Sony,1,Diana King,Andy Marvel,https://www.youtube.com/watch?v=szjaHbjhauk
1995,44,I'm the Only One,Melissa Etheridge,,/wiki/I%27m_the_Only_One,1993,,,,4:54,Island,1,Melissa Etheridge,,
1995,45,Every Little Thing I Do,Soul for Real,,/wiki/Every_Little_Thing_I_Do,1995,R&b,,,4:20,Uptown,1,Dwight Myers,Samuel Barnes,
1995,46,Before I Let You Go,Blackstreet,,/wiki/Before_I_Let_You_Go,1994,R&b,,,4:59,Interscope,1,C. Hannibal,D. Hollister,
1995,47,"Big Poppa"" / ""Warning",The Notorious B.I.G.,,/wiki/Big_Poppa,1994,Hip hop,,,4:11,Bad Boy,2,Christopher Wallace,,https://www.youtube.com/watch?v=phaJXp_zMYM
1995,48,Sukiyaki,4 P.M.,,/wiki/Sukiyaki_(song),1961,Kayōkyoku,,,3:05,Toshiba-EMI,4,,,
1995,49,I Wanna Be Down,Brandy,,/wiki/I_Wanna_Be_Down,1994,R&b,Hip hop soul,,4:51,Atlantic,1,Keith Crouch,Kipper Jones,
1995,50,I'll Make Love to You,Boyz II Men,,/wiki/I%27ll_Make_Love_to_You,1994,R&b,,,3:56,Motown,1,Babyface,,https://www.youtube.com/watch?v=fV8vB1BB2qc
1995,51,"Dear Mama"" / ""Old School",2Pac,,/wiki/Dear_Mama,1995,Hip hop,,,4:39,Interscope,2,Tupac Shakur,,https://www.youtube.com/watch?v=Mb1ZvUDvLDY
1995,52,Hold On,Jamie Walters,,,,,,,,,,,,
1995,53,Keep Their Heads Ringin',Dr. Dre,,/wiki/Keep_Their_Heads_Ringin%27,1995,West coast hip hop,Gangsta rap,G-funk,5:06,Priority,2,James Anderson,The Sequence,https://www.youtube.com/watch?v=Gg5KfL-4asE
1995,54,The Rhythm of the Night,Corona,,/wiki/The_Rhythm_of_the_Night_(song),1993,Eurodance,Europop,Synth-pop,4:24,ZYX,2,Francesco Bontempi,Annerley Emma Gordon,https://www.youtube.com/watch?v=OnT58cIJSpw
1995,55,Roll to Me,Del Amitri,,/wiki/Roll_to_Me,1995,Pop rock,,,2:12,A&M,1,Justin Currie,,https://www.youtube.com/watch?v=BSEnw-WZ_jA
1995,56,"Scream"" / ""Childhood",Michael Jackson,Janet Jackson,/wiki/Scream_(Michael_Jackson_and_Janet_Jackson_song),1995,R&b,Pop,Electronic rock,4:38,Epic,1,Michael Jackson,Janet Jackson,
1995,57,Freek'n You,Jodeci,,/wiki/Freek%27n_You,1995,R&b,,,6:19,Uptown,2,DeVante Swing,,https://www.youtube.com/watch?v=oYwL-FzFDKQ
1995,58,I Wish,Skee-Lo,,/wiki/I_Wish_(Skee-Lo_song),1995,Alternative hip hop,,,4:10,Scotti Bros.,1,Antoine Roundtree,,https://www.youtube.com/watch?v=cmXZOI7cM0M
1995,59,Believe,Elton John,,/wiki/Believe_(Elton_John_song),1995,Symphonic music,Soft rock,,4:51,Rocket,1,,,https://www.youtube.com/watch?v=ABSXJiYQFuI
1995,60,Carnival,Natalie Merchant,,/wiki/Carnival_(Natalie_Merchant_song),1995,,,,5:59,Elektra,2,Natalie Merchant,,https://www.youtube.com/watch?v=VQ_Wqtnlv4U
1995,61,You Don't Know How It Feels,Tom Petty,,/wiki/You_Don%27t_Know_How_It_Feels,1994,Blues rock,Roots rock,Country rock,4:49,Warner Bros.,1,Tom Petty,,
1995,62,Back for Good,Take That,,/wiki/Back_for_Good_(song),1995,Pop,,,4:02,RCA,2,Gary Barlow,,https://www.youtube.com/watch?v=N2ICtCO8TCw
1995,63,Tootsee Roll,69 Boyz,,/wiki/Tootsee_Roll,1994,Hip hop,Southern hip hop,Miami bass,4:18,Rip-It,1,Albert V Bryant,Pat Hicks,
1995,64,"You Want This"" / ""70's Love Groove",Janet Jackson,,/wiki/You_Want_This,1994,New jack swing,Funk,,5:05,Virgin,1,Janet Jackson,James Harris III,https://www.youtube.com/watch?v=utxsSg1n_SQ
1995,65,Tell Me,Groove Theory,,/wiki/Tell_Me_(Groove_Theory_song),1995,R&b,,,3:56,Epic,1,Bryce Wilson,Amel Larrieux,
1995,66,Can't You See,Total,The Notorious B.I.G.,/wiki/Can%27t_You_See_(Total_song),1995,R&b,Hip hop soul,,4:54,Tommy Boy,2,Terri Robinson,Sean Combs,
1995,67,All I Wanna Do,Sheryl Crow,,/wiki/All_I_Wanna_Do_(Sheryl_Crow_song),1994,Country pop,,,4:32,A&M,1,Sheryl Crow,Kevin Gilbert,
1995,68,This Lil' Game We Play,Subway,702,/wiki/This_Lil%27_Game_We_Play,1994,R&b,Pop,,4:52,Motown,1,Gerald Levert,,
1995,69,Come and Get Your Love,Real McCoy,,/wiki/Come_and_Get_Your_Love#Real_McCoy_version,1974,Pop rock,Disco,Dance-rock,5:02,Epic,1,Lolly Vegas,,https://www.youtube.com/watch?v=kuymTS9PoBQ
1995,70,This Ain't a Love Song,Bon Jovi,,/wiki/This_Ain%27t_a_Love_Song,1995,,,,5:08,Mercury,1,Jon Bon Jovi,Richie Sambora,
1995,71,Secret,Madonna,,/wiki/Secret_(Madonna_song),1994,R&b,Pop,,5:04,Maverick,3,Madonna,Dallas Austin,https://www.youtube.com/watch?v=EPHUZenprKc
1995,72,Player's Anthem,Junior M.A.F.I.A.,The Notorious B.I.G.,/wiki/Player%27s_Anthem,1995,Gangsta rap,,,5:24,Big Beat,2,Christopher Wallace,Kimberly Jones,https://www.youtube.com/watch?v=2iAVQ5qEqvA
1995,73,Feel Me Flow,Naughty by Nature,,/wiki/Feel_Me_Flow,1995,Hip hop,,,3:34,Tommy Boy,1,Anthony Criss,Vincent Brown,https://www.youtube.com/watch?v=SLSbWDVI_pw
1995,74,Every Day of the Week,Jade,,/wiki/Every_Day_of_the_Week,1994,R&b,New jack swing,,5:16,Giant,1,Antonina Armato,Ken Miller,
1995,75,The Sweetest Days,Vanessa Williams,,/wiki/The_Sweetest_Days_(Vanessa_Williams_song),1994,Pop,Adult contemporary,,3:31,Wing,1,Jon Lind,Wendy Waldman,
1995,76,Short Dick Man,20 Fingers,Gillette,/wiki/Short_Dick_Man,1994,House,,,4:49,Zoo Entertainment,2,Charlie Babie,Manny Mohr,https://www.youtube.com/watch?v=l5obLmJ4O9E
1995,77,Brokenhearted,Brandy,,/wiki/Brokenhearted_(Brandy_song),1995,,,,5:52,Atlantic,1,Keith Crouch,Kipper Jones,
1995,78,No More I Love You's,Annie Lennox,,/wiki/No_More_I_Love_You%27s#Annie_Lennox_version,1986,,,,4:04,A&M,1,David Freeman,Joseph Hughes,
1995,79,You Used to Love Me,Faith Evans,,/wiki/You_Used_to_Love_Me_(Faith_Evans_song),1995,R&b,,,4:28,Bad Boy,2,Faith Evans,,https://www.youtube.com/watch?v=L8vm9-Imb84
1995,80,Constantly,Immature,,/wiki/Constantly_(Immature_song),1994,R&b,,,5:43,MCA,1,Teron Beal,Delroy Pearson,
1995,81,"Hold Me, Thrill Me, Kiss Me, Kill Me",U2,,"/wiki/Hold_Me,_Thrill_Me,_Kiss_Me,_Kill_Me",1995,Alternative rock,Glam rock,,4:47,Island,2,,,
1995,82,100% Pure Love,Crystal Waters,,/wiki/100%25_Pure_Love,1994,House,Dance-pop,,4:40,Mercury,2,Crystal Waters,Teddy Douglas,https://www.youtube.com/watch?v=zQX2q6WCrbE
1995,83,Ask of You,Raphael Saadiq,,/wiki/Ask_of_You,1995,Neo soul,,,6:02,550 Music,2,Hachidai Nakamura,,
1995,84,Sugar Hill,AZ,,,,,,,,,,,,
1995,85,Good,Better Than Ezra,,/wiki/Good_(song),1995,Alternative rock,Post-grunge,,3:05,Elektra,1,Kevin Griffin,,https://www.youtube.com/watch?v=Zhs0JD6XJyQ
1995,86,Brown Sugar,D'Angelo,,/wiki/Brown_Sugar_(D%27Angelo_song),1995,R&b,Neo soul,,,Cooltempo,1,D'Angelo,Ali Shaheed Muhammad,https://www.youtube.com/watch?v=H_WzjiTzZBA
1995,87,Turn the Beat Around,Gloria Estefan,,/wiki/Turn_the_Beat_Around#Gloria_Estefan_version,1976,Disco,,,5:35,RCA Victor,1,Gerald Jackson,Peter Jackson,
1995,88,'Til You Do Me Right,After 7,,/wiki/%27Til_You_Do_Me_Right,1995,,,,4:55,Virgin,1,Babyface,Kevon Edmonds,
1995,89,1st of tha Month,Bone Thugs-n-Harmony,,/wiki/1st_of_tha_Month,1995,Hip hop,G-funk,R&b,4:52,Ruthless Records,1,Bryon McCane,DJ U-Neek,https://www.youtube.com/watch?v=4j_cOsgRY7w
1995,90,"Like the Way I Do"" / ""If I Wanted To",Melissa Etheridge,,/wiki/Like_the_Way_I_Do,1988,,,,5:25,Island,1,Melissa Etheridge,,
1995,91,I Live My Life for You,FireHouse,,/wiki/I_Live_My_Life_for_You,1995,Acoustic rock,Glam metal,,4:24,Epic,1,C.J. Snare,Bill Leverty,
1995,92,"Dream About You"" / ""Funky Melody",Stevie B,,,,,,,,,,,,
1995,93,Cotton Eye Joe,Rednex,,/wiki/Cotton_Eye_Joe_(Rednex_song),1994,Techno,Country,Eurodance,3:14,Battery,2,Janne Ericsson,Örjan Öban Öberg,https://www.youtube.com/watch?v=mOYZaiDZ7BM
1995,94,Thank You,Boyz II Men,,/wiki/Thank_You_(Boyz_II_Men_song),1995,R&b,New jack swing,,4:34,Motown,1,Dallas Austin,,
1995,95,I'll Stand by You,The Pretenders,,/wiki/I%27ll_Stand_by_You,1994,,,,3:59,Sire,3,Chrissie Hynde,Tom Kelly,
1995,96,I Miss You,N II U,,/wiki/I_Miss_You_(N_II_U_song),1994,R&b,,,4:00,Arista,1,,,https://www.youtube.com/watch?v=9BPmlcOQtpg
1995,97,Give It 2 You,Da Brat,,/wiki/Give_It_2_You,1994,G-funk,,,3:13,So So Def Recordings,1,Jermaine Dupri,Shawntae Harris,
1995,98,Best Friend,Brandy,,/wiki/Best_Friend_(Brandy_Norwood_song),1995,R&b,Pop,,4:48,Atlantic,1,Keith Crouch,Glenn McKinney,
1995,99,Misery,Soul Asylum,,/wiki/Misery_(Soul_Asylum_song),1995,Alternative rock,,,4:24,Columbia,1,Dave Pirner,,
1995,100,Can't Stop Lovin' You,Van Halen,,/wiki/Can%27t_Stop_Lovin%27_You,1995,,,,4:07,Warner Bros.,1,Eddie Van Halen,Michael Anthony,
1996,1,Macarena (Bayside Boys Mix),Los del Río,,/wiki/Macarena_(song),1993,Flamenco,Pop,,4:12,RCA,1,Rafael Ruiz Perdigones,Antonio Romero Monge,https://www.youtube.com/watch?v=zWaymcVmJ-A
1996,2,One Sweet Day,Mariah Carey,Boyz II Men,/wiki/One_Sweet_Day,1995,R&b,,,4:42,Columbia,1,Mariah Carey,Walter Afanasieff,https://www.youtube.com/watch?v=UXxRyNvTPr8
1996,3,Because You Loved Me,Celine Dion,,/wiki/Because_You_Loved_Me,1996,Pop,,,4:33,Columbia,2,Diane Warren,,https://www.youtube.com/watch?v=fpl4if07ics
1996,4,Nobody Knows,The Tony Rich Project,,/wiki/Nobody_Knows_(Tony_Rich_song),1995,,,,5:06,LaFace,2,Joe Rich,Don DuBose,
1996,5,Always Be My Baby,Mariah Carey,,/wiki/Always_Be_My_Baby,1996,Pop,R&b,,4:18,Columbia,1,Mariah Carey,Jermaine Dupri,
1996,6,Give Me One Reason,Tracy Chapman,,/wiki/Give_Me_One_Reason,1995,Blues rock,,,4:30,Elektra,1,Tracy Chapman,,
1996,7,Tha Crossroads,Bone Thugs-n-Harmony,,/wiki/Tha_Crossroads,1996,Hip hop,,,3:44,Ruthless,1,Bone,Tim Middleton,
1996,8,I Love You Always Forever,Donna Lewis,,/wiki/I_Love_You_Always_Forever,1996,Pop,,,3:59,Atlantic,1,Donna Lewis,,https://www.youtube.com/watch?v=SqdWTeXWvOg
1996,9,"You're Makin' Me High"" / ""Let It Flow",Toni Braxton,,/wiki/You%27re_Makin%27_Me_High,1996,R&b,,,4:27,LaFace,2,Kenneth Edmonds,Bryce Wilson,
1996,10,Twisted,Keith Sweat,,/wiki/Twisted_(Keith_Sweat_song),1996,R&b,Pop,Soul,4:30,Elektra,1,Keith Sweat,Eric McCaine,https://www.youtube.com/watch?v=cP4yAnbtDZE
1996,11,C'mon N' Ride It (The Train),Quad City DJ's,,/wiki/C%27mon_N%27_Ride_It_(The_Train),1996,,,,7:31,Atlantic,2,Barry White,C.C. Lemonhead,
1996,12,Missing,Everything but the Girl,,/wiki/Missing_(Everything_but_the_Girl_song),1994,Deep house,Dance,,9:00,Blanco y Negro,2,Tracey Thorn,Ben Watt,https://www.youtube.com/watch?v=Q4sPkS8b62Q
1996,13,Ironic,Alanis Morissette,,/wiki/Ironic_(song),1996,Alternative rock,,,3:48,Maverick,2,Alanis Morissette,Glen Ballard,https://www.youtube.com/watch?v=Jne9t8sHpUc
1996,14,Exhale (Shoop Shoop),Whitney Houston,,/wiki/Exhale_(Shoop_Shoop),1995,R&b,Soul,,3:25,Arista,1,Babyface,,https://www.youtube.com/watch?v=wrTuV4Szxzo&ob
1996,15,"Follow You Down"" / ""Til I Hear It from You",Gin Blossoms,,/wiki/Follow_You_Down,1996,Alternative rock,,,4:30,A&M,1,Bill Leen,Jesse Valenzuela,https://www.youtube.com/watch?v=5LuH0ywYVQc
1996,16,Sittin' Up in My Room,Brandy,,/wiki/Sittin%27_Up_in_My_Room,1995,R&b,,,4:52,Arista,1,Babyface,,https://www.youtube.com/watch?v=yge2PqEZZJo
1996,17,"How Do U Want It"" / ""California Love",2Pac,K-Ci,/wiki/How_Do_U_Want_It,1996,Hip hop,R&b,,4:47,Death Row,2,Tupac Shakur,Johnny Jackson,https://www.youtube.com/watch?v=yLX2y9v2wPk
1996,18,It's All Coming Back to Me Now,Celine Dion,,/wiki/It%27s_All_Coming_Back_to_Me_Now,1989,Soft rock,,,8:22,Virgin,1,Jim Steinman,,
1996,19,Change the World,Eric Clapton,,/wiki/Change_the_World,1996,Country,,,3:16,Curb,2,Tommy Sims,Gordon Kennedy,
1996,20,Hey Lover,LL Cool J,,/wiki/Hey_Lover,1995,Hip hop,R&b,Soul,4:46,Def Jam,2,James Todd Smith,Rod Temperton,https://www.youtube.com/watch?v=Um99r6sgspY
1996,21,Loungin,LL Cool J,,/wiki/Loungin,1996,Hip hop,R&b,,4:10,Def Jam,2,James Smith,"Rashad ""Ringo"" Smith",https://www.youtube.com/watch?v=QwqBr8HXhyw
1996,22,Insensitive,Jann Arden,,/wiki/Insensitive_(song),1994,,,,4:16,A&M,1,Anne Loree,,
1996,23,Be My Lover,La Bouche,,/wiki/Be_My_Lover_(La_Bouche_song),1995,Eurodance,,,4:01,Arista Records,2,Melanie Thornton,Uli Brenner,https://www.youtube.com/watch?v=ViP87WipSm0
1996,24,Name,Goo Goo Dolls,,/wiki/Name_(song),1995,Alternative rock,Post-grunge,,4:30,Metal Blade,2,John Rzeznik,,
1996,25,Who Will Save Your Soul,Jewel,,/wiki/Who_Will_Save_Your_Soul,1996,,,,4:00,Atlantic,1,Jewel Kilcher,,https://www.youtube.com/watch?v=0wBDDAZkNtk
1996,26,Where Do You Go,No Mercy,,/wiki/Where_Do_You_Go_(No_Mercy_song),1996,Dance-pop,,,4:29,BMG,2,Peter Bischof,Franz Reuther,https://www.youtube.com/watch?v=tyANFcnrM8I
1996,27,I Can't Sleep Baby (If I),R. Kelly,,/wiki/I_Can%27t_Sleep_Baby_(If_I),1996,R&b,,,5:31,Jive,1,Robert Kelly,,
1996,28,Counting Blue Cars,Dishwalla,,/wiki/Counting_Blue_Cars,1996,Alternative rock,,,4:51,A&M,1,Scot Alexander,Rodney Browning Cravens,https://www.youtube.com/watch?v=Clxtg2pFTQM
1996,29,"You Learn"" / ""You Oughta Know",Alanis Morissette,,/wiki/You_Learn,1996,,,,4:00,Maverick,2,Alanis Morissette,Glen Ballard,https://www.youtube.com/watch?v=GFW-WfuX2Dk
1996,30,One of Us,Joan Osborne,,/wiki/One_of_Us_(Joan_Osborne_song),1995,,,,5:21,Mercury,1,Eric Bazilian,,https://www.youtube.com/watch?v=aDdOnl0bHO4
1996,31,Wonder,Natalie Merchant,,/wiki/Wonder_(Natalie_Merchant_song),1995,,,,4:26,Elektra,2,Natalie Merchant,,https://www.youtube.com/watch?v=6zpYFAzhAZY
1996,32,Not Gon' Cry,Mary J. Blige,,/wiki/Not_Gon%27_Cry,1996,R&b,Soul,,4:57,Arista,2,Babyface,,
1996,33,Gangsta's Paradise,Coolio,L.V.,/wiki/Gangsta%27s_Paradise,1995,Hip hop,Gangsta rap,G-funk,4:04,Tommy Boy,3,,,https://www.youtube.com/watch?v=fPO76Jlnz6c
1996,34,Only You,112,The Notorious B.I.G.,/wiki/Only_You_(112_song),1996,R&b,Hip hop soul,,4:50,Bad Boy,2,Sean Combs,Steven Jordan,https://www.youtube.com/watch?v=D30u9m-nEoo
1996,35,Down Low (Nobody Has to Know),R. Kelly,Ronald Isley,/wiki/Down_Low_(Nobody_Has_to_Know),1995,R&b,,,4:49,Jive,1,Robert Kelly,,
1996,36,You're the One,SWV,,/wiki/You%27re_the_One_(SWV_song),1996,,,,4:43,RCA,1,Ivan Matias,Allen Gordon Jr.,
1996,37,Sweet Dreams,La Bouche,,/wiki/Sweet_Dreams_(La_Bouche_song),1994,Eurodance,Hi-nrg,,4:50,RCA,2,Robert Haynes,Mehmet Sönmez,https://www.youtube.com/watch?v=b9McVO9hpUE
1996,38,"Before You Walk Out of My Life"" / ""Like This and Like That",Monica,,/wiki/Before_You_Walk_Out_of_My_Life,1995,R&b,,,4:53,Rowdy,2,Andrea Martin,Carsten Schack,
1996,39,Breakfast at Tiffany's,Deep Blue Something,,/wiki/Breakfast_at_Tiffany%27s_(song),1995,,,,4:16,Interscope,1,Todd Pipes,,https://www.youtube.com/watch?v=1ClCpfeIELw
1996,40,"1, 2, 3, 4 (Sumpin' New)",Coolio,,"/wiki/1,_2,_3,_4_(Sumpin%27_New)",1996,,,,3:20,Tommy Boy,1,Artis Ivey Jr.,Tom Browne,https://www.youtube.com/watch?v=E2KRH27aWcU
1996,41,The World I Know,Collective Soul,,/wiki/The_World_I_Know,1995,,,,4:16,Atlantic,1,Ed Roland,,https://www.youtube.com/watch?v=n7TLTjqUyog
1996,42,No Diggity,Blackstreet,Dr. Dre,/wiki/No_Diggity,1996,R&b,Hip hop,,5:03,Interscope,1,Chauncey Hannibal,Teddy Riley,https://www.youtube.com/watch?v=3KL9mRus19o
1996,43,Anything,3T,,/wiki/Anything_(3T_song),1995,,,,5:21,MJJ,2,Taj Jackson,,https://www.youtube.com/watch?v=EBoX-wYhs-U
1996,44,1979,The Smashing Pumpkins,,/wiki/1979_(song),1996,Alternative rock,Art rock,Pop,4:24,Virgin,2,Billy Corgan,,https://www.youtube.com/watch?v=4aeETEoNfOg
1996,45,Diggin' on You,TLC,,/wiki/Diggin%27_on_You,1995,Pop,,,4:14,LaFace,2,Babyface,,https://www.youtube.com/watch?v=tReIHIDX354
1996,46,"Why I Love You So Much"" / ""Ain't Nobody",Monica,,/wiki/Why_I_Love_You_So_Much,1996,,,,4:30,Rowdy,2,Daryl Simmons,,
1996,47,Kissin' You,Total,,,,,,,,,,,,
1996,48,Count on Me,Whitney Houston,CeCe Winans,/wiki/Count_On_Me_(Whitney_Houston_and_CeCe_Winans_song),1996,R&b,Soul,Gospel,4:26,Arista,1,Whitney Houston,"Kenneth ""Babyface"" Edmonds",https://www.youtube.com/watch?v=ae2iX6vZCoM
1996,49,Fantasy,Mariah Carey,,/wiki/Fantasy_(Mariah_Carey_song),1995,Pop soul,Dance-pop,R&b,4:04,Columbia,1,Mariah Carey,Dave Hall,https://www.youtube.com/watch?v=qq09UkPRdFY
1996,50,Time,Hootie & the Blowfish,,/wiki/Time_(Hootie_%26_the_Blowfish_song),1995,,,,4:53,Atlantic,1,Mark Bryan,Dean Felber,https://www.youtube.com/watch?v=oFLysouG86I
1996,51,You'll See,Madonna,,/wiki/You%27ll_See,1995,Pop,,,4:39,Maverick,2,Madonna,David Foster,https://www.youtube.com/watch?v=zyFzpBAZICc
1996,52,Last Night,Az Yet,,/wiki/Last_Night_(Az_Yet_song),1996,R&b,,,4:27,LaFace,2,Keith Andes,Babyface,
1996,53,Mouth,Merril Bainbridge,,/wiki/Mouth_(Merril_Bainbridge_song),1994,,,,3:25,Gotham,1,Merril Bainbridge,,
1996,54,"The Earth, the Sun, the Rain",Color Me Badd,,,,,,,,,,,,
1996,55,All the Things (Your Man Won't Do),Joe,,/wiki/All_the_Things_(Your_Man_Won%27t_Do),1996,R&b,,,6:22,Jive,1,Joe Thomas,Joshua Thompson,https://www.youtube.com/watch?v=cVi25pSRAkc
1996,56,Wonderwall,Oasis,,/wiki/Wonderwall_(song),1995,Britpop,,,4:19,Creation,1,Noel Gallagher,,https://www.youtube.com/watch?v=bx1Bh8ZvH84
1996,57,"Woo Hah!! Got You All in Check"" / ""Everything Remains Raw",Busta Rhymes,,/wiki/Woo_Hah!!_Got_You_All_in_Check,1996,Hip hop,Comedy hip hop,,4:31,Elektra,1,Trevor Smith Jr.,Rashad Smith,https://www.youtube.com/watch?v=hFrl7rnCx4A
1996,58,Tell Me,Groove Theory,,/wiki/Tell_Me_(Groove_Theory_song),1995,R&b,,,3:56,Epic,1,Bryce Wilson,Amel Larrieux,
1996,59,Elevators (Me & You),Outkast,,/wiki/Elevators_(Me_%26_You),1996,Hip hop,Alternative hip hop,Trip hop,4:25,LaFace,1,André Benjamin,Antwan Patton,https://www.youtube.com/watch?v=uqB_UVlhlPA
1996,60,Hook,Blues Traveler,,/wiki/Hook_(song),1995,Rock,,,4:49,A&M,1,John Popper,,
1996,61,Doin' It,LL Cool J,,/wiki/Doin%27_It_(LL_Cool_J_song),1996,Hip hop,Dirty rap,,4:54,Def Jam,2,James Todd Smith,,
1996,62,Fastlove,George Michael,,/wiki/Fastlove,1996,Dance-pop,,,5:24,Virgin,3,George Michael,Patrice Rushen,https://www.youtube.com/watch?v=SHAQlFq6TFg
1996,63,"Touch Me, Tease Me",Case,Foxy Brown,"/wiki/Touch_Me,_Tease_Me",1996,R&b,Hip hop soul,,4:10,Def Jam,1,Mary J. Blige,Kenny Kornegay,
