Year,Place,Title,Artist,Featuring,Title_url,Released,Genre 1,Genre 2,Genre 3,Length,Label,Total Labels,Writer 1,Writer 2,Youtube
1993,48,Comforter,Shai,,/wiki/Comforter_(song),1993,R&b,,,4:11,MCA,1,,,https://www.youtube.com/watch?v=RdIOlNMXvwo
1993,49,Good Enough,Bobby Brown,,,,,,,,,,,,
1993,50,What's Up?,4 Non Blondes,,/wiki/What%27s_Up%3F_(4_Non_Blondes_song),1993,Alternative rock,Pop rock,,4:55,Interscope,2,Linda Perry,,https://www.youtube.com/watch?v=6NXnxTNIWkc
1993,51,All That She Wants,Ace of Base,,/wiki/All_That_She_Wants,1992,Dance-pop,Reggae-pop,,3:30,Mega,3,Jonas Berggren,Ulf Ekberg,https://www.youtube.com/watch?v=d73tiBBzvFM
1993,52,7,Prince,The New Power Generation,/wiki/7_(Prince_song),1992,Pop rock,Psychedelic pop,,5:09,Paisley Park,2,Lowell Fulsom,Jimmy McCracklin,https://www.youtube.com/watch?v=9V-vcXOpG9g
1993,53,Dre Day,Dr. Dre,,/wiki/Fuck_wit_Dre_Day_(And_Everybody%27s_Celebratin%27),1993,G-funk,,,4:52,Death Row,2,Calvin Broadus,,
1993,54,One Last Cry,Brian McKnight,,/wiki/One_Last_Cry,1993,R&b,Pop,Quiet storm,4:55,Mercury,1,Brian McKnight,Brandon Barnes,https://www.youtube.com/watch?v=sz-NhGanOAE
1993,55,Just Kickin' It,Xscape,,/wiki/Just_Kickin%27_It,1993,,,,3:24,Sony,1,Jermaine Dupri,Manuel Seal,
1993,56,I Get Around,2Pac,,/wiki/I_Get_Around_(Tupac_Shakur_song),1993,Hip hop,,,4:19,Interscope,2,Tupac Shakur,Gregory Jacobs,https://www.youtube.com/watch?v=YqJAnQTwmJs
1993,57,Bed of Roses,Bon Jovi,,/wiki/Bed_of_Roses_(Bon_Jovi_song),1993,,,,6:33,Mercury,1,Jon Bon Jovi,,
1993,58,Real Love,Mary J. Blige,,/wiki/Real_Love_(Mary_J._Blige_song),1992,R&b,Hip hop soul,New jack swing,4:30,Uptown,2,Cory Rooney,Mark Morales,
1993,59,Here We Go Again!,Portrait,,,,,,,,,,,,
1993,60,Cryin',Aerosmith,,/wiki/Cryin%27,1993,,,,5:08,Geffen,1,Steven Tyler,Joe Perry,https://www.youtube.com/watch?v=qfNmyxV2Ncw
1993,61,Cat's in the Cradle,Ugly Kid Joe,,/wiki/Cat%27s_in_the_Cradle,1974,Folk rock,Soft rock,,3:45,Elektra,1,Harry Chapin,Sandra Chapin,
1993,62,What About Your Friends,TLC,,/wiki/What_About_Your_Friends,1992,New jack swing,R&b,,4:55,LaFace,2,Dallas Austin,"Lisa ""Left Eye"" Lopes",https://www.youtube.com/watch?v=92gHq1s6G-c
1993,63,I Got a Man,Positive K,,/wiki/I_Got_a_Man,1992,Hip hop,,,3:52,Island,1,Byron Lee Miller,Roland Bautista,
1993,64,Hey Mr. D.J.,Zhané,,/wiki/Hey_Mr._D.J._(Zhan%C3%A9_song),1993,R&b,,,4:11,Flavor Unit,2,A. Bahr,V. Brown,https://www.youtube.com/watch?v=6n4QUIjUJFk
1993,65,Insane in the Brain,Cypress Hill,,/wiki/Insane_in_the_Brain,1993,Hip hop,,,3:32,Ruffhouse,2,Louis Freese,Lawrence Muggerud,https://www.youtube.com/watch?v=RijB8wnJCN0
1993,66,Deeper and Deeper,Madonna,,/wiki/Deeper_and_Deeper,1992,Dance-pop,House,,5:33,Maverick,3,Madonna,Shep Pettibone,https://www.youtube.com/watch?v=sJV29ZQIUhs
1993,67,Rain,Madonna,,/wiki/Rain_(Madonna_song),1993,Pop,R&b,,5:24,Maverick,3,Madonna,Shep Pettibone,https://www.youtube.com/watch?v=15kWlTrpt5k
1993,68,The Right Kind of Love,Jeremy Jordan,,/wiki/The_Right_Kind_of_Love,1992,,,,4:32,Giant,1,Tommy Faragher,Lotti Golden,
1993,69,Bad Boys,Inner Circle,,/wiki/Bad_Boys_(Inner_Circle_song),1987,Reggae,,,3:52,Island,1,Ian Lewis,,
1993,70,That's What Love Can Do,Boy Krazy,,/wiki/That%27s_What_Love_Can_Do,1991,Pop,Dance,,3:20,Next Plateau,3,Stock Aitken Waterman,,
1993,71,Do You Believe in Us,Jon Secada,,/wiki/Do_You_Believe_in_Us,1992, r&b, soul, pop,4:03,EMI Latin,1,Joseph Stefano,,
1993,72,Angel,Jon Secada,,/wiki/Angel_(Jon_Secada_song),1993,Rock,,,4:35,EMI Latin,2,Jon Secada,Miguel A. Morejon,
1993,73,Forever in Love,Kenny G,,/wiki/Forever_in_Love_(instrumental),1992,,,,4:58,Arista,1,Kenneth Bruce Gorelick,,
1993,74,Again,Janet Jackson,,/wiki/Again_(Janet_Jackson_song),1993,Pop,,,3:47,Virgin,1,Janet Jackson,James Harris III,https://www.youtube.com/watch?v=qUHtwV8wkOU
1993,75,Boom! Shake the Room,DJ Jazzy Jeff & The Fresh Prince,,/wiki/Boom!_Shake_the_Room,1993,,,,3:51,Jive,1,Lee Haggard,,https://www.youtube.com/watch?v=4AVWZwZq_QU
1993,76,When She Cries,Restless Heart,,/wiki/When_She_Cries,1992,Country rock,Soft rock,,3:42,RCA Nashville,1,Sonny LeMaire,Marc Beeson,https://www.youtube.com/watch?v=sSN4ybN0jzg
1993,77,Sweat (A La La La La Long),Inner Circle,,/wiki/Sweat_(A_La_La_La_La_Long),1992,Reggae fusion,,,3:46,Warner,2,Ian Lewis,Roger Lewis,https://www.youtube.com/watch?v=Fwgus_c1zGw
1993,78,It Was a Good Day,Ice Cube,,/wiki/It_Was_a_Good_Day,1993,Hip hop,G-funk,,4:20,Lench Mob,2,O'Shea Jackson,,
1993,79,More and More,Captain Hollywood Project,,/wiki/More_and_More_(Captain_Hollywood_Project_song),1992,Eurodance,,,4:11,Blow Up,2,Oliver Reinecke,Giora Schein,https://www.youtube.com/watch?v=IXYl-ouceY0
1993,80,How Do You Talk to an Angel,The Heights,,/wiki/How_Do_You_Talk_to_an_Angel,1992,Pop rock,,,3:48,Capitol,1,Barry Coffing,Steve Tyrell,
1993,81,Rebirth of Slick (Cool Like Dat),Digable Planets,,/wiki/Rebirth_of_Slick_(Cool_Like_Dat),1992,,,,4:19,Pendulum,2,Ishmael Butler,Craig Irving,https://www.youtube.com/watch?v=cM4kqL13jGM
1993,82,What Is Love,Haddaway,,/wiki/What_Is_Love_(Haddaway_song),1993,Eurodance,Dance-pop,,4:29,Coconut,1,Dee Dee Halligan,Junior Torello,https://www.youtube.com/watch?v=HEXWRTEbj1I
1993,83,To Love Somebody,Michael Bolton,,/wiki/To_Love_Somebody_(song),1967,Blue-eyed soul,,,3:02,Polydor,3,Barry Gibb,Robin Gibb,https://www.youtube.com/watch?v=QHtGu0OGEpc
1993,84,"Give It Up, Turn It Loose",En Vogue,,"/wiki/Give_It_Up,_Turn_It_Loose",1992,,,,5:13,EastWest,1,Thomas McElroy,Denzil Foster,
1993,85,Alright,Kris Kross,Super Cat,/wiki/Alright_(Kris_Kross_song),1993,Hip hop,Dancehall,Reggae fusion,4:10,Ruffhouse,2,Jermaine Dupri,,https://www.youtube.com/watch?v=kBw7FhLRPGg
1993,86,Check Yo Self,Ice Cube,Das EFX,/wiki/Check_Yo_Self,1993,Gangsta rap,G-funk,West coast hip hop,3:42,Priority,1,Ice Cube,,https://www.youtube.com/watch?v=HdOhwPovkHI
1993,87,Fields of Gold,Sting,,/wiki/Fields_of_Gold,1993,,,,3:42,A&M,1,Sting,,https://www.youtube.com/watch?v=KLVq0IAzh1A
1993,88,Ooh Child,Dino,,/wiki/Ooh_Child,1970,Pop,R&b,Chicago soul,3:11,Buddah,1,Stan Vincent,,https://www.youtube.com/watch?v=dguz0IsCuKU
1993,89,Faithful,Go West,,/wiki/Faithful_(Go_West_song),1992,,,,4:24,Chrysalis,1,Martin Page,,
1993,90,Reason to Believe,Rod Stewart,,/wiki/Reason_to_Believe,1971,,,,4:10,Mercury,1,Tim Hardin,,
1993,91,Break It Down Again,Tears for Fears,,/wiki/Break_It_Down_Again,1993,,,,4:32,Mercury,1,Roland Orzabal,Alan Griffiths,https://www.youtube.com/watch?v=x1100QINlo4
1993,92,Nothin' My Love Can't Fix,Joey Lawrence,,/wiki/Nothin%27_My_Love_Can%27t_Fix,1993,,,,3:59,Impact,2,Joey Lawrence,Alexandra Forbes,
1993,93,Three Little Pigs,Green Jellÿ,,/wiki/Three_Little_Pigs_(song),1993,Comedy rock,Heavy metal,,5:53,Zoo Entertainment,1,Marc Levinthal,Bill Manspeaker,
1993,94,Livin' on the Edge,Aerosmith,,/wiki/Livin%27_on_the_Edge,1993,,,,6:21,Geffen,1,Steven Tyler,Joe Perry,https://www.youtube.com/watch?v=7nqcL0mjMjw
1993,95,Hey Jealousy,Gin Blossoms,,/wiki/Hey_Jealousy,1989,,,,3:30,San,2,Doug Hopkins,,
1993,96,If I Ever Lose My Faith in You,Sting,,/wiki/If_I_Ever_Lose_My_Faith_in_You,1993,,,,4:29,A&M,1,Sting,,
1993,97,Anniversary,Tony! Toni! Toné!,,/wiki/Anniversary_(Tony!_Toni!_Ton%C3%A9!_song),1993,R&b,,,9:27,Mercury,2,Raphael Wiggins,,
1993,98,One Woman,Jade,,/wiki/One_Woman,1993,,,,4:49,Giant,2,Vassal Benford,Ronald Spearman,https://www.youtube.com/watch?v=Yuz78H_LKjM
1993,99,Can't Get Enough of Your Love,Taylor Dayne,,/wiki/Can%27t_Get_Enough_of_Your_Love#Taylor_Dayne_version,1974,Soul,Disco,,4:31,Philips,2,Barry White,,
1993,100,Two Steps Behind,Def Leppard,,/wiki/Two_Steps_Behind,1993,,,,4:58,Bludgeon,2,Joe Elliott,,
1994,1,The Sign,Ace of Base,,/wiki/The_Sign_(song),1993,Techno-reggae,Pop,Europop,3:08,Arista,2,Jonas Berggren,,https://www.youtube.com/watch?v=iqu132vTl5Y
1994,2,I Swear,All-4-One,,/wiki/I_Swear#All-4-One_version,1993,Country,,,4:22,Atlantic Nashville,1,Gary Baker,Frank J. Myers,
1994,3,I'll Make Love to You,Boyz II Men,,/wiki/I%27ll_Make_Love_to_You,1994,R&b,,,3:56,Motown,1,Babyface,,https://www.youtube.com/watch?v=fV8vB1BB2qc
1994,4,The Power of Love,Celine Dion,,/wiki/The_Power_of_Love_(Jennifer_Rush_song)#Celine_Dion_version,1984,Pop,,,6:00,CBS,1,Gunther Mende,Candy DeRouge,
1994,5,Hero,Mariah Carey,,/wiki/Hero_(Mariah_Carey_song),1993,,,,4:17,Columbia,1,Mariah Carey,Walter Afanasieff,https://www.youtube.com/watch?v=0IA3ZvCkRkQ
1994,6,Stay (I Missed You),Lisa Loeb,Nine Stories,/wiki/Stay_(I_Missed_You),1994,Folk rock,Pop rock,,3:04,RCA,2,Lisa Loeb,,
1994,7,Breathe Again,Toni Braxton,,/wiki/Breathe_Again,1993,,,,4:29,LaFace,1,"Kenneth ""Babyface"" Edmonds",,https://www.youtube.com/watch?v=pRFEz2MjZgg
1994,8,All for Love,Bryan Adams,Rod Stewart,/wiki/All_for_Love_(song),1993,Arena rock,,,4:45,A&M,2,Bryan Adams,"Robert ""Mutt"" Lange",
1994,9,All That She Wants,Ace of Base,,/wiki/All_That_She_Wants,1992,Dance-pop,Reggae-pop,,3:30,Mega,3,Jonas Berggren,Ulf Ekberg,https://www.youtube.com/watch?v=d73tiBBzvFM
1994,10,Don't Turn Around,Ace of Base,,/wiki/Don%27t_Turn_Around,1986,Dance-rock,,,4:16,Capitol,1,Albert Hammond,Diane Warren,
1994,11,Bump n' Grind,R. Kelly,,/wiki/Bump_n%27_Grind_(R._Kelly_song),1994,R&b,,,4:14,Jive,1,Robert Kelly,,https://www.youtube.com/watch?v=uAXxkNaRkp8
1994,12,Again,Janet Jackson,,/wiki/Again_(Janet_Jackson_song),1993,Pop,,,3:47,Virgin,1,Janet Jackson,James Harris III,https://www.youtube.com/watch?v=qUHtwV8wkOU
1994,13,I'll Remember,Madonna,,/wiki/I%27ll_Remember,1994,Pop,,,4:23,Maverick,3,Madonna,Patrick Leonard,https://www.youtube.com/watch?v=R0cfZczo4yk
1994,14,Whatta Man,Salt-n-Pepa,En Vogue,/wiki/Whatta_Man,1968,Soul,,,,Volt,1,Dave Crawford,,
1994,15,Wild Night,John Mellencamp,Meshell Ndegeocello,/wiki/Wild_Night,1971,Rock,R&b,,3:33,Warner Bros.,1,Van Morrison,,https://www.youtube.com/watch?v=jYXAGnGm9bA
1994,16,"Without You"" / ""Never Forget You",Mariah Carey,,/wiki/Without_You_(Badfinger_song)#Mariah_Carey_version,1970,,,,4:43,Apple,1,Pete Ham,Tom Evans,
1994,17,You Mean the World to Me,Toni Braxton,,/wiki/You_Mean_the_World_to_Me_(Toni_Braxton_song),1994,Pop-soul,,,4:56,LaFace,1,"Antonio ""L.A."" Reid",Babyface,
1994,18,Can You Feel the Love Tonight,Elton John,,/wiki/Can_You_Feel_the_Love_Tonight,1994,Pop,Soft rock,,4:01,Walt Disney,2,,,https://www.youtube.com/watch?v=KjgWWjkNbhU
1994,19,The Most Beautiful Girl in the World,Prince,,/wiki/The_Most_Beautiful_Girl_in_the_World_(Prince_song),1994,R&b,Soul,Pop,4:37,NPG,3,Prince,,https://www.youtube.com/watch?v=FuXbKLiW1UI
1994,20,Fantastic Voyage,Coolio,,/wiki/Fantastic_Voyage_(Coolio_song),1994,G-funk,,,5:32,Tommy Boy,1,Norman Beavers,Marvin Craig,https://www.youtube.com/watch?v=WBS6P8k4LB8
1994,21,"Baby, I Love Your Way",Big Mountain,,"/wiki/Baby,_I_Love_Your_Way",1975,Arena rock,Soft rock,,4:43,A&M,1,Peter Frampton,,
1994,22,Regulate,Warren G,Nate Dogg,/wiki/Regulate_(song),1994,West coast hip hop,G-funk,Gangsta rap,4:11,Death Row,4,Warren Griffin III,Nathaniel Hale,https://www.youtube.com/watch?v=1plPyJdXKIY
1994,23,If You Go,Jon Secada,,/wiki/If_You_Go_(song),1994,,,,4:33,SBK,1,Jon Secada,Miguel Morejon,
1994,24,Back & Forth,Aaliyah,,/wiki/Back_%26_Forth_(Aaliyah_song),1994,Dance,Pop,R&b,3:51,Blackground,2,R. Kelly,,https://www.youtube.com/watch?v=a02dBbBGSPg
1994,25,Now and Forever,Richard Marx,,/wiki/Now_and_Forever_(Richard_Marx_song),1994,Soft rock,,,3:31,Capitol,1,Richard Marx,,
1994,26,When Can I See You,Babyface,,/wiki/When_Can_I_See_You,1994,R&b,Soft rock,Adult contemporary,3:49,Epic,1,Babyface,,
1994,27,Please Forgive Me,Bryan Adams,,/wiki/Please_Forgive_Me,1993,Soft rock,,,5:55,A&M,1,Robert Lange,,https://www.youtube.com/watch?v=9EHAo6rEuas
1994,28,So Much in Love,All-4-One,,/wiki/So_Much_in_Love,1963,Doo-wop,,,2:08,Parkway Records,1,George Williams,Bill Jackson,
1994,29,Shoop,Salt-n-Pepa,,/wiki/Shoop_(song),1993,Hip hop,,,4:09,Next Plateau,1,Sandra Denton,Cheryl James,https://www.youtube.com/watch?v=4vaN01VLYSQ
1994,30,"Any Time, Any Place"" / ""And On and On",Janet Jackson,,"/wiki/Any_Time,_Any_Place",1994,R&b,Soul,Quiet storm,7:08,Virgin,1,Janet Jackson,James Harris III,https://www.youtube.com/watch?v=3HO9H1VMMOk
1994,31,Shine,Collective Soul,,/wiki/Shine_(Collective_Soul_song),1993,Alternative rock,Post-grunge,,5:05,Atlantic,1,Ed Roland,,https://www.youtube.com/watch?v=_m0bI82Rz_k
1994,32,Said I Loved You...But I Lied,Michael Bolton,,/wiki/Said_I_Loved_You...But_I_Lied,1993,,,,5:06,Columbia,1,Michael Bolton,"Robert John ""Mutt"" Lange",https://www.youtube.com/watch?v=bv5vMJKBAbo
1994,33,Return to Innocence,Enigma,,/wiki/Return_to_Innocence,1994,New-age,Worldbeat,,24:36,Virgin,1,Michael Cretu,Kuo Ying-nan,https://www.youtube.com/watch?v=Rk_sAHh9s08
1994,34,All I Wanna Do,Sheryl Crow,,/wiki/All_I_Wanna_Do_(Sheryl_Crow_song),1994,Country pop,,,4:32,A&M,1,Sheryl Crow,Kevin Gilbert,
1994,35,Mmm Mmm Mmm Mmm,Crash Test Dummies,,/wiki/Mmm_Mmm_Mmm_Mmm,1993,Alternative rock,Folk rock,,3:55,BMG,2,Brad Roberts,,
1994,36,Can We Talk,Tevin Campbell,,/wiki/Can_We_Talk,1993,R&b,,,4:45,Qwest,1,Babyface,Daryl Simmons,
1994,37,Funkdafied,Da Brat,,/wiki/Funkdafied_(song),1994,G-funk,,,3:05,So So Def Recordings,1,Jermaine Dupri,The Isley Brothers,
1994,38,I'd Do Anything for Love (But I Won't Do That),Meat Loaf,,/wiki/I%27d_Do_Anything_for_Love_(But_I_Won%27t_Do_That),1993,Wagnerian rock,,,7:48,MCA,2,Jim Steinman,,https://www.youtube.com/watch?v=9X_ViIPA-Gc
1994,39,Gangsta Lean,DRS,,/wiki/Gangsta_Lean_(song),1993,R&b,,,5:35,Capitol,1,Taura Stinson,,
1994,40,Because the Night,"10,000 Maniacs",,/wiki/Because_the_Night,1978,Rock,,,3:22,Arista,1,Bruce Springsteen,Patti Smith,https://www.youtube.com/watch?v=c_BcivBprM0
1994,41,Cantaloop (Flip Fantasia),Us3,,/wiki/Cantaloop_(Flip_Fantasia),1993,Jazz rap,Acid jazz,,4:41,Blue Note Records,1,Herbie Hancock,,https://www.youtube.com/watch?v=JwBjhBL9G6U
1994,42,Whoomp! (There It Is),Tag Team,,/wiki/Whoomp!_(There_It_Is),1993,Miami bass,,,3:45,Life Records,1,Tag Team,,
1994,43,Come to My Window,Melissa Etheridge,,/wiki/Come_to_My_Window,1993,,,,3:55,Island,1,Melissa Etheridge,,
1994,44,Stroke You Up,Changing Faces,,/wiki/Stroke_You_Up,1994,R&b,,,5:50,Big Beat,2,R. Kelly,,
1994,45,I'm Ready,Tevin Campbell,,/wiki/I%27m_Ready_(Tevin_Campbell_song),1994,,,,4:46,Qwest,1,Babyface,,
1994,46,100% Pure Love,Crystal Waters,,/wiki/100%25_Pure_Love,1994,House,Dance-pop,,4:40,Mercury,2,Crystal Waters,Teddy Douglas,https://www.youtube.com/watch?v=zQX2q6WCrbE
1994,47,Anytime You Need a Friend,Mariah Carey,,/wiki/Anytime_You_Need_a_Friend,1994,Gospel,Pop,R&b,4:26,Columbia,1,Mariah Carey,Walter Afanasieff,
1994,48,Because of Love,Janet Jackson,,/wiki/Because_of_Love,1994,Pop,Funk,,4:20,Virgin,1,Janet Jackson,James Harris III,https://www.youtube.com/watch?v=WbRiQxWlYgs
1994,49,Linger,The Cranberries,,/wiki/Linger_(The_Cranberries_song),1993,Alternative rock,Pop,,4:34,Island,1,Dolores O'Riordan,Noel Hogan,https://www.youtube.com/watch?v=G6Kspj3OO0s
1994,50,Loser,Beck,,/wiki/Loser_(Beck_song),1993,Alternative rock,Hip hop,,,Bong Load Custom,2,Beck,Carl Stephenson,https://www.youtube.com/watch?v=YgSPaXgAdzE
1994,51,Found Out About You,Gin Blossoms,,/wiki/Found_Out_About_You,,Jangle pop,,,,San,2,Doug Hopkins,,
1994,52,Gin and Juice,Snoop Doggy Dogg,,/wiki/Gin_and_Juice,1994,G-funk,,,3:31,Death Row,3,Calvin Broadus,,https://www.youtube.com/watch?v=fWCZse1iwE0
1994,53,Never Lie,Immature,,/wiki/Never_Lie,1994,R&b,,,4:13,MCA,1,Chris Stokes,,
1994,54,Streets of Philadelphia,Bruce Springsteen,,/wiki/Streets_of_Philadelphia,1994,Soft rock,,,4:12,Columbia,1,,,
1994,55,Getto Jam,Domino,,/wiki/Getto_Jam,1993,Hip hop,,,4:18,Outburst,2,Shawn Ivy,Kevin Gilliam,https://www.youtube.com/watch?v=eZxTTDlp63w
1994,56,Endless Love,Luther Vandross,Mariah Carey,/wiki/Endless_Love_(song)#Luther_Vandross_and_Mariah_Carey_version,1981,R&b,,,4:24,Motown,1,Lionel Richie,,
1994,57,I Miss You,Aaron Hall,,/wiki/I_Miss_You_(Aaron_Hall_song),1993,R&b,,,6:22,MCA,1,,,https://www.youtube.com/watch?v=MkEATnHMYIs
1994,58,Understanding,Xscape,,/wiki/Understanding_(song),1993,R&b,Hip hop soul,,5:40,Sony,2,Manuel Seal,,
1994,59,This D.J.,Warren G,,/wiki/This_D.J.,1994,G-funk,,,3:23,Def Jam,1,Warren Griffin,,
1994,60,Cry for You,Jodeci,,/wiki/Cry_for_You_(Jodeci_song),1993,R&b,Soul,,5:01,Uptown,2,Donald DeGrate Jr.,,
1994,61,Keep Ya Head Up,2Pac,,/wiki/Keep_Ya_Head_Up,1993,Hip hop,R&b,,4:23,Interscope,2,Tupac Shakur,,https://www.youtube.com/watch?v=SHVzWMFMH6Y
1994,62,What's My Name?,Snoop Doggy Dogg,,/wiki/What%27s_My_Name%3F_(Snoop_Doggy_Dogg_song),1993,G-funk,,,4:06,Death Row,2,Calvin Broadus,Andre Young,https://www.youtube.com/watch?v=3bVlcUK7oQc
1994,63,Another Night,Real McCoy,,/wiki/Another_Night_(Real_McCoy_song),1993,Eurodance,,,6:30,Hansa,1,Juergen Wind (J. Wind),"Frank ""Quickmix"" Hassas",https://www.youtube.com/watch?v=Pav2f4b-1ZE
1994,64,Your Body's Callin',R. Kelly,,/wiki/Your_Body%27s_Callin%27,1994,R&b,,,4:37,Jive,1,Robert Kelly,,
1994,65,Tootsee Roll,69 Boyz,,/wiki/Tootsee_Roll,1994,Hip hop,Southern hip hop,Miami bass,4:18,Rip-It,1,Albert V Bryant,Pat Hicks,
1994,66,I Can See Clearly Now,Jimmy Cliff,,/wiki/I_Can_See_Clearly_Now#Jimmy_Cliff_version,1972,Reggae,Soul,R&b,2:45,Epic,1,Johnny Nash,,https://www.youtube.com/watch?v=g_rB4v75jqU
1994,67,Never Keeping Secrets,Babyface,,/wiki/Never_Keeping_Secrets,1993,R&b,Soul,,4:53,Epic,1,"Kenneth ""Babyface"" Edmonds",,
1994,68,Crazy,Aerosmith,,/wiki/Crazy_(Aerosmith_song),1994,Blues rock,Glam metal,,5:16,Geffen,1,Steven Tyler,Joe Perry,https://www.youtube.com/watch?v=NMNgbISmF4I
1994,69,Just Kickin' It,Xscape,,/wiki/Just_Kickin%27_It,1993,,,,3:24,Sony,1,Jermaine Dupri,Manuel Seal,
1994,70,(At Your Best) You Are Love,Aaliyah,,/wiki/(At_Your_Best)_You_Are_Love#Aaliyah_version,1976,R&b,,,5:23,,,Ernie Isley,Marvin Isley,
1994,71,Rock and Roll Dreams Come Through,Meat Loaf,,/wiki/Rock_and_Roll_Dreams_Come_Through,1981,,,,6:23,Epic,1,Jim Steinman,,https://www.youtube.com/watch?v=RTOtCoVqgbs
1994,72,Amazing,Aerosmith,,/wiki/Amazing_(Aerosmith_song),1993,Rock,,,6:48,Geffen,1,Steven Tyler,Richie Supa,https://www.youtube.com/watch?v=zSmOvYzSeaQ
1994,73,Always,Erasure,,/wiki/Always_(Erasure_song),1994,Disco,Euro-pop,Synth-pop,3:57,Mute,2,Vince Clarke,Andy Bell,https://www.youtube.com/watch?v=lWqJTKdznaM
1994,74,Groove Thang,Zhané,,/wiki/Groove_Thang,1994,R&b,Hip hop soul,Dance,3:55,Motown,1,Brown,Mims,
1994,75,Dreams,Gabrielle,,/wiki/Dreams_(Gabrielle_song),1993,British soul,,,3:44,Go! Beat,2,Gabrielle,Tim Laws,https://www.youtube.com/watch?v=G5QPirQITZI
1994,76,Mr. Vain,Culture Beat,,/wiki/Mr._Vain,1993,Eurodance,House,,5:37,Dance,2,Steven Levis,Nosie Katzmann,
1994,77,Mary Jane's Last Dance,Tom Petty and the Heartbreakers,,/wiki/Mary_Jane%27s_Last_Dance,1993,,,,4:35,MCA,1,Tom Petty,,
1994,78,Anything,SWV,,/wiki/Anything_(SWV_song),1994,R&b,Hip hop,New jack swing,4:06,RCA,1,Brian Alexander Morgan,,
1994,79,Beautiful in My Eyes,Joshua Kadison,,/wiki/Beautiful_in_My_Eyes,1994,,,,4:07,SBK Records,1,Joshua Kadison,,
1994,80,Stay,Eternal,,/wiki/Stay_(Eternal_song),1990,,,,4:15,Jive,1,Mark Stevens,Bobby Khozouri,https://www.youtube.com/watch?v=P96d6Z_3XkM
1994,81,Flava in Ya Ear,Craig Mack,,/wiki/Flava_in_Ya_Ear,1994,Hip hop,,,3:38,Bad Boy,2,Craig Mack,,https://www.youtube.com/watch?v=PMbELEUfmIA
1994,82,U.N.I.T.Y.,Queen Latifah,,/wiki/U.N.I.T.Y.,1993,Hip hop ,,,,Motown,1,Queen Latifah,"Kier ""Kay Gee"" Gist",https://www.youtube.com/watch?v=f8cHxydDb7o
1994,83,Prayer for the Dying,Seal,,/wiki/Prayer_for_the_Dying,1994,,,,5:30,ZTT,2,Seal,Isidore,https://www.youtube.com/watch?v=tS4Wh30HGAs
1994,84,Secret,Madonna,,/wiki/Secret_(Madonna_song),1994,R&b,Pop,,5:04,Maverick,3,Madonna,Dallas Austin,https://www.youtube.com/watch?v=EPHUZenprKc
1994,85,Here Comes the Hotstepper,Ini Kamoze,,/wiki/Here_Comes_the_Hotstepper,1994,Hip hop,Reggae fusion,,4:13,Columbia,1,Ini Kamoze,Chris Kenner,
1994,86,Everyday,Phil Collins,,/wiki/Everyday_(Phil_Collins_song),1994,Pop rock,Easy listening,,5:43,Atlantic,3,Phil Collins,,
1994,87,Don't Take the Girl,Tim McGraw,,/wiki/Don%27t_Take_the_Girl,1994,Country,,,4:09,Curb,1,Craig Martin,Larry W. Johnson,
1994,88,Got Me Waiting,Heavy D & the Boyz,,,,,,,,,,,,
1994,89,"December, 1963 (Oh, What a Night) (DJ Ben Liebrand Remix)",The Four Seasons,,"/wiki/December,_1963_(Oh,_What_a_Night)",1975,Disco,Pop,Funk,3:36,Warner Bros.,2,Bob Gaudio,Judy Parker,https://www.youtube.com/watch?v=mTUhnIY3oRM
1994,90,Indian Outlaw,Tim McGraw,,/wiki/Indian_Outlaw,1994,Country,,,4:20,Curb,1,Tommy Barnes,Jumpin' Gene Simmons,
1994,91,Always,Bon Jovi,,/wiki/Always_(Bon_Jovi_song),1994,Rock,,,5:52,Mercury,1,Jon Bon Jovi,,https://www.youtube.com/watch?v=gNecdKd1IG4
1994,92,I'm the Only One,Melissa Etheridge,,/wiki/I%27m_the_Only_One,1993,,,,4:54,Island,1,Melissa Etheridge,,
1994,93,Back in the Day,Ahmad,,/wiki/Back_in_the_Day_(Ahmad_song),1994,West coast hip hop,,,5:18,Giant,3,Ahmad A. Lewis,Stefan K. Gordy,https://www.youtube.com/watch?v=Hsd4pWwIoSQ
1994,94,Love Sneakin' Up On You,Bonnie Raitt,,/wiki/Love_Sneakin%27_Up_On_You,1994,,,,3:39,Capitol,2,Jimmy Scott,Tom Snow,
1994,95,I'll Take You There,General Public,,/wiki/I%27ll_Take_You_There,1972,Funk,,,4:43,Stax,1,Al Bell,,
1994,96,Always in My Heart,Tevin Campbell,,/wiki/Always_in_My_Heart_(Tevin_Campbell_song),1994,,,,5:31,Qwest,1,Babyface,Daryl Simmons,
1994,97,What Is Love,Haddaway,,/wiki/What_Is_Love_(Haddaway_song),1993,Eurodance,Dance-pop,,4:29,Coconut,1,Dee Dee Halligan,Junior Torello,https://www.youtube.com/watch?v=HEXWRTEbj1I
1994,98,And Our Feelings,Babyface,,/wiki/And_Our_Feelings,1994,R&b,Soul,,5:42,Epic,1,Babyface,Daryl Simmons,
1994,99,Bop Gun (One Nation),Ice Cube,George Clinton,/wiki/Bop_Gun_(One_Nation),1994,G-funk,,,5:18,Priority,1,O'Shea Jackson,George Clinton,
